Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1604559013.835112,70,1604559013,835112094,gps,0,1,22.33871573,114.26361360166666,96.505,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559014.040049,71,1604559014,40049076,gps,0,1,22.33871578666667,114.26361365333334,96.525,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559014.235837,72,1604559014,235836982,gps,0,1,22.338715776666668,114.26361367666668,96.527,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559014.435502,73,1604559014,435502052,gps,0,1,22.338715821666668,114.26361377,96.555,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559014.635905,74,1604559014,635905027,gps,0,1,22.33871585833333,114.26361372833334,96.574,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559014.835274,75,1604559014,835273981,gps,0,1,22.33871591833333,114.26361385166666,96.588,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559015.038668,76,1604559015,38667917,gps,0,1,22.338715973333333,114.26361378,96.608,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559015.235517,77,1604559015,235517024,gps,0,1,22.33871597,114.26361386333332,96.606,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559015.434636,78,1604559015,434636116,gps,0,1,22.33871587833333,114.26361380333331,96.617,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559015.635502,79,1604559015,635502099,gps,0,1,22.33871552333333,114.26361375,96.625,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559015.835593,80,1604559015,835592985,gps,0,1,22.33871506833333,114.263613615,96.628,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559016.039202,81,1604559016,39201974,gps,0,1,22.33871446,114.26361372333334,96.635,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559016.235683,82,1604559016,235682964,gps,0,1,22.338713601666665,114.26361363166669,96.636,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559016.435641,83,1604559016,435641050,gps,0,1,22.338712936666667,114.26361360166666,96.669,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559016.635725,84,1604559016,635725021,gps,0,1,22.338711893333333,114.26361366,96.701,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559016.835193,85,1604559016,835192918,gps,0,1,22.33871075,114.26361343833334,96.679,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559017.039956,86,1604559017,39956092,gps,0,1,22.338709476666665,114.26361343,96.682,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559017.235147,87,1604559017,235146999,gps,0,1,22.33870808,114.26361330833332,96.67,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559017.436247,88,1604559017,436247110,gps,0,1,22.338706646666665,114.263613215,96.692,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559017.637329,89,1604559017,637329101,gps,0,1,22.338705118333333,114.263613335,96.721,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559017.835427,90,1604559017,835427045,gps,0,1,22.338703351666663,114.26361337833332,96.708,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559018.039808,91,1604559018,39808034,gps,0,1,22.338701485,114.26361337666668,96.729,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559018.236195,92,1604559018,236195087,gps,0,1,22.338699453333334,114.26361341166668,96.777,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559018.43604,93,1604559018,436039924,gps,0,1,22.338697406666668,114.26361361333332,96.776,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559018.63558,94,1604559018,635580062,gps,0,1,22.33869501,114.26361375666669,96.805,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559018.835367,95,1604559018,835366964,gps,0,1,22.338692618333333,114.26361386333332,96.806,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559019.038592,96,1604559019,38592100,gps,0,1,22.33869024,114.263614035,96.822,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559019.235259,97,1604559019,235259056,gps,0,1,22.33868774,114.26361439666668,96.856,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559019.435231,98,1604559019,435230970,gps,0,1,22.33868521833333,114.26361435833331,96.874,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559019.63588,99,1604559019,635879993,gps,0,1,22.338682646666665,114.26361453833331,96.912,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559019.834861,100,1604559019,834861040,gps,0,1,22.338680055,114.26361477666669,96.921,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559020.040116,101,1604559020,40116071,gps,0,1,22.338677351666668,114.26361492,96.902,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559020.235226,102,1604559020,235225915,gps,0,1,22.338674691666668,114.26361520666669,96.931,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559020.434831,103,1604559020,434830904,gps,0,1,22.338671906666665,114.26361526166669,96.914,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559020.63563,104,1604559020,635629892,gps,0,1,22.338669095,114.26361552833332,96.913,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559020.834605,105,1604559020,834604978,gps,0,1,22.33866606,114.263615595,96.909,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559021.038582,106,1604559021,38582086,gps,0,1,22.33866316,114.26361578833334,96.909,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559021.236194,107,1604559021,236193895,gps,0,1,22.338660056666665,114.26361596,96.918,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559021.434711,108,1604559021,434710979,gps,0,1,22.33865673,114.26361620333331,96.939,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559021.635311,109,1604559021,635310888,gps,0,1,22.33865325833333,114.263616535,96.908,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559021.835223,110,1604559021,835222959,gps,0,1,22.338649853333333,114.26361654,96.902,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559022.038484,111,1604559022,38484096,gps,0,1,22.338646301666667,114.26361672833332,96.935,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559022.235294,112,1604559022,235294103,gps,0,1,22.338642561666667,114.26361690833332,96.948,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559022.435376,113,1604559022,435375928,gps,0,1,22.338638695,114.26361709166666,96.967,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559022.635225,114,1604559022,635225057,gps,0,1,22.33863475333333,114.26361735333332,96.987,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559022.834756,115,1604559022,834755897,gps,0,1,22.338630825,114.26361762666669,97.005,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559023.039256,116,1604559023,39256095,gps,0,1,22.338626663333333,114.26361797166666,97.034,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559023.236097,117,1604559023,236097097,gps,0,1,22.33862268833333,114.263618125,97.042,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559023.434272,118,1604559023,434272050,gps,0,1,22.33861831833333,114.26361816,97.023,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559023.634845,119,1604559023,634845018,gps,0,1,22.33861393666667,114.263618345,97.021,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559023.833862,120,1604559023,833862066,gps,0,1,22.33860967,114.26361859,97.021,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559024.038321,121,1604559024,38321018,gps,0,1,22.338605551666667,114.26361892833332,97.085,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559024.235296,122,1604559024,235296010,gps,0,1,22.338601295,114.26361928833332,97.131,13.2496,0.0,0.0,0.0,13.2496,0.0,0.0,0.0,211.9936,1
1604559024.433611,123,1604559024,433610916,gps,0,1,22.338596911666667,114.26361951666668,97.15,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559024.634493,124,1604559024,634493112,gps,0,1,22.33859258833333,114.26361975833332,97.151,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559024.83342,125,1604559024,833420038,gps,0,1,22.33858839333333,114.26362014833332,97.198,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559025.037953,126,1604559025,37952899,gps,0,1,22.33858409833333,114.26362039,97.164,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559025.234164,127,1604559025,234163999,gps,0,1,22.338579778333333,114.26362069833333,97.199,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559025.434278,128,1604559025,434278011,gps,0,1,22.338575341666665,114.26362090166668,97.2,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559025.633729,129,1604559025,633728981,gps,0,1,22.33857078833333,114.26362099833334,97.2,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559025.833406,130,1604559025,833405971,gps,0,1,22.338566336666663,114.26362117,97.192,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559026.039019,131,1604559026,39019107,gps,0,1,22.33856181,114.26362116666668,97.204,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559026.234703,132,1604559026,234703063,gps,0,1,22.33855739,114.26362136166668,97.231,22.2784,0.0,0.0,0.0,22.2784,0.0,0.0,0.0,356.4544,1
1604559026.434657,133,1604559026,434657096,gps,0,1,22.338552866666667,114.263621525,97.225,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559026.634506,134,1604559026,634505987,gps,0,1,22.338548133333333,114.26362176833334,97.205,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559026.833557,135,1604559026,833556890,gps,0,1,22.33854355833333,114.26362190666669,97.229,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559027.037984,136,1604559027,37983894,gps,0,1,22.338538898333333,114.2636219,97.237,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559027.234867,137,1604559027,234867095,gps,0,1,22.338534145,114.26362183833334,97.201,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559027.434295,138,1604559027,434294939,gps,0,1,22.338529396666665,114.263621855,97.223,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559027.634698,139,1604559027,634697914,gps,0,1,22.338524455,114.26362184666668,97.184,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559027.834057,140,1604559027,834057092,gps,0,1,22.338519406666663,114.26362185166668,97.199,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559028.037577,141,1604559028,37576913,gps,0,1,22.338514445,114.26362183,97.176,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559028.234531,142,1604559028,234530925,gps,0,1,22.338509365,114.26362206333332,97.157,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559028.434483,143,1604559028,434483051,gps,0,1,22.338504516666667,114.26362167,97.156,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559028.634269,144,1604559028,634268999,gps,0,1,22.33849991,114.26362147166668,97.175,21.5296,0.0,0.0,0.0,21.5296,0.0,0.0,0.0,344.4736,1
1604559028.833472,145,1604559028,833472013,gps,0,1,22.338495191666667,114.26362161333331,97.167,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559029.037963,146,1604559029,37962913,gps,0,1,22.338490545,114.26362182666666,97.181,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559029.233557,147,1604559029,233556985,gps,0,1,22.338486045,114.26362161666668,97.191,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559029.433231,148,1604559029,433231115,gps,0,1,22.33848132,114.26362174666669,97.178,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559029.63428,149,1604559029,634279966,gps,0,1,22.33847691833333,114.26362157666668,97.167,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559029.832555,150,1604559029,832555055,gps,0,1,22.338472045,114.263621535,97.149,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559030.036375,151,1604559030,36375045,gps,0,1,22.338467295,114.26362126333332,97.109,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559030.234199,152,1604559030,234199047,gps,0,1,22.33846252833333,114.263621535,97.108,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559030.43338,153,1604559030,433379888,gps,0,1,22.33845784333333,114.26362160166669,97.114,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559030.633705,154,1604559030,633704900,gps,0,1,22.338453146666662,114.26362122833334,97.06,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559030.833627,155,1604559030,833626985,gps,0,1,22.33844840833333,114.26362142166668,97.075,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559031.037748,156,1604559031,37748098,gps,0,1,22.33844363333333,114.26362148666666,97.008,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559031.23404,157,1604559031,234040021,gps,0,1,22.338439121666667,114.26362175666668,96.947,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559031.434026,158,1604559031,434026002,gps,0,1,22.33843452833333,114.2636219,96.919,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559031.634032,159,1604559031,634032011,gps,0,1,22.33842992,114.26362204,96.868,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559031.834147,160,1604559031,834146976,gps,0,1,22.338425463333333,114.26362233833332,96.883,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559032.039113,161,1604559032,39113044,gps,0,1,22.33842097333333,114.26362246833334,96.848,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559032.234704,162,1604559032,234704017,gps,0,1,22.338416608333333,114.263623065,96.827,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559032.434239,163,1604559032,434238910,gps,0,1,22.338412116666667,114.26362370333334,96.837,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559032.63415,164,1604559032,634150028,gps,0,1,22.338407605,114.26362427833334,96.797,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559032.833502,165,1604559032,833502054,gps,0,1,22.338403206666666,114.26362446166668,96.749,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559033.037953,166,1604559033,37952899,gps,0,1,22.338398606666665,114.26362542833331,96.764,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559033.235337,167,1604559033,235337018,gps,0,1,22.338394073333333,114.263626165,96.744,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559033.434064,168,1604559033,434063911,gps,0,1,22.3383898,114.26362739166666,96.743,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559033.634347,169,1604559033,634346961,gps,0,1,22.33838526,114.26362843833331,96.722,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559033.834116,170,1604559033,834115982,gps,0,1,22.338380846666663,114.26362945,96.733,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559034.037292,171,1604559034,37292003,gps,0,1,22.33837651833333,114.26363094,96.686,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559034.234046,172,1604559034,234045982,gps,0,1,22.33837212,114.26363251666666,96.702,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559034.434017,173,1604559034,434016942,gps,0,1,22.33836777333333,114.26363374333332,96.724,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559034.633494,174,1604559034,633493900,gps,0,1,22.33836352,114.26363512166668,96.707,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559034.833524,175,1604559034,833523988,gps,0,1,22.338359061666665,114.26363649666666,96.675,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559035.036725,176,1604559035,36725044,gps,0,1,22.338354616666667,114.26363825666668,96.67,48.4416,0.0,0.0,0.0,48.4416,0.0,0.0,0.0,775.0656,1
1604559035.232724,177,1604559035,232723951,gps,0,1,22.338350441666663,114.26363980333332,96.633,54.1696,0.0,0.0,0.0,54.1696,0.0,0.0,0.0,866.7136,1
1604559035.432287,178,1604559035,432286977,gps,0,1,22.33834612,114.26364165833331,96.654,67.24,0.0,0.0,0.0,67.24,0.0,0.0,0.0,1075.84,1
1604559035.63248,179,1604559035,632479906,gps,0,1,22.338341776666667,114.26364302,96.656,67.24,0.0,0.0,0.0,67.24,0.0,0.0,0.0,1075.84,1
1604559035.831985,180,1604559035,831984996,gps,0,1,22.338337581666668,114.26364484166666,96.638,67.24,0.0,0.0,0.0,67.24,0.0,0.0,0.0,1075.84,1
1604559036.036662,181,1604559036,36662101,gps,0,1,22.338333325,114.26364634833334,96.651,54.760000000000005,0.0,0.0,0.0,54.760000000000005,0.0,0.0,0.0,876.1600000000001,1
1604559036.233942,182,1604559036,233942031,gps,0,1,22.338329103333333,114.26364830833332,96.634,54.760000000000005,0.0,0.0,0.0,54.760000000000005,0.0,0.0,0.0,876.1600000000001,1
